,ResponseID,SchoolRated,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17_11,Q17_12,Q17_13,Q17_14,Q17_15,Q17_16,Q17_17,Q17_18,Q17_19,Q17_20,Q17_21,Q17_22,Q17_23,Q17_24,Q17_25,Q17_26,Q17_27,Q17_28,Q17_29,Q17_30
36,R_0xh2CrHlXqQzq2V,1,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3
37,R_0xh2CrHlXqQzq2V,8,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3
38,R_1B4DwB0MW3bvSzr,2,3,2,3,3,4,5,4,4,4,3,3,2,3,2,3,3,3,2,4,3,3,4,3,4,4,4,2,3,3,3
39,R_1B4DwB0MW3bvSzr,4,4,3,3,4,5,5,4,4,4,3,3,3,4,4,4,4,3,4,4,4,4,3,4,4,3,5,3,4,3,4
40,R_1HenqSB7tEWTvxz,3,4,4,4,3,5,5,4,4,5,4,3,4,3,3,3,3,2,3,2,2,5,5,4,4,4,4,3,3,5,4
41,R_1HenqSB7tEWTvxz,4,4,3,3,4,3,4,4,3,4,4,5,2,4,4,2,3,4,4,3,4,5,4,3,3,5,3,4,5,4,5
42,R_1M7jkKpF8aY2Y1D,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,5,4,5,5,4,5,3,3,3,4
43,R_1M7jkKpF8aY2Y1D,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4
44,R_1SVWbJRCdWoolWB,4,5,5,5,5,5,4,4,4,4,4,4,4,4,3,4,4,5,5,5,5,4,3,4,4,4,4,4,4,3,5
45,R_1SVWbJRCdWoolWB,7,5,5,5,5,5,5,4,4,4,4,4,4,4,3,4,5,5,5,5,5,5,4,5,5,5,5,4,5,4,5
46,R_1UqTgK63ZBKuWlT,1,1,5,5,4,4,5,5,4,4,4,4,4,4,4,5,5,4,4,5,4,5,4,4,4,5,5,4,4,4,4
47,R_1UqTgK63ZBKuWlT,6,4,4,4,3,3,4,4,3,3,4,4,3,3,3,4,5,4,2,4,3,4,3,3,3,4,5,3,4,3,3
48,R_1XHBBYrtnzWyydD,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
49,R_1XHBBYrtnzWyydD,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
50,R_1XIbomoLj64YGvX,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3
51,R_1XIbomoLj64YGvX,7,1,5,4,4,4,5,4,4,5,5,5,5,5,3,5,5,4,4,4,5,5,5,5,4,4,5,4,4,5,3
52,R_1Y2oe4I47nGW1iR,2,3,5,5,5,4,5,4,5,4,3,4,3,5,3,5,5,3,5,3,5,3,3,4,3,4,4,3,3,3,3
53,R_1Y2oe4I47nGW1iR,6,3,5,5,5,4,5,4,5,4,4,4,3,5,3,5,5,3,5,3,5,4,3,5,5,5,5,3,3,3,4
54,R_1ZAZ4LAnx6rbNOd,3,2,3,3,3,4,2,2,4,3,2,2,3,2,3,3,4,4,4,3,3,4,4,3,3,3,3,4,4,4,4
55,R_1ZAZ4LAnx6rbNOd,4,2,3,3,3,3,2,2,2,4,3,4,4,3,3,4,4,2,2,2,3,3,4,4,3,2,3,3,4,3,2
56,R_230eZ8Z8uGOgwVn,5,3,4,4,5,4,5,4,3,4,4,4,3,5,3,5,5,4,3,3,5,3,4,5,4,4,5,3,4,4,1
57,R_230eZ8Z8uGOgwVn,8,3,4,4,5,4,4,4,4,4,4,4,3,5,3,5,5,4,3,3,5,3,4,5,4,4,5,3,4,4,1
58,R_26ahAglpHKsdmxn,3,3,4,3,4,3,4,4,4,3,3,3,4,4,3,4,4,3,4,4,3,4,3,4,3,3,5,3,4,4,4
59,R_26ahAglpHKsdmxn,4,4,4,3,4,3,4,4,4,3,3,3,4,4,3,3,4,4,3,4,3,4,3,4,4,3,5,4,3,3,4
60,R_2ajv8brG4qHBdZ3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
61,R_2ajv8brG4qHBdZ3,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
62,R_2hpZiDpYkGsK80l,3,5,5,4,4,5,4,4,4,4,4,5,5,5,4,5,4,5,5,5,5,5,4,4,4,4,4,4,4,4,3
63,R_2hpZiDpYkGsK80l,4,5,5,5,5,5,5,4,4,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4
64,R_2ipq1s6ldFRhpyZ,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
65,R_2ipq1s6ldFRhpyZ,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
66,R_2nqYmu01KU0Yzzv,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
67,R_2nqYmu01KU0Yzzv,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
68,R_2o64Amhda0MT3kp,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
69,R_2o64Amhda0MT3kp,4,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
70,R_2oe0sarjI7UeUYJ,1,1,5,4,4,4,3,3,2,3,3,4,4,4,4,4,5,5,4,5,5,5,4,5,5,5,5,5,5,2,5
71,R_2oe0sarjI7UeUYJ,7,1,5,3,4,4,4,3,2,2,3,4,4,4,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5
72,R_2tA5CEjsAiBDzAF,2,5,4,5,3,4,5,4,5,5,5,5,4,5,4,4,5,5,5,5,5,5,4,5,4,5,5,5,4,5,4
73,R_2tA5CEjsAiBDzAF,4,4,4,5,5,4,3,5,4,4,5,5,4,5,4,4,5,5,5,5,5,5,4,5,4,5,4,5,5,5,4
74,R_3943OBN9uq4RdA1,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
75,R_3943OBN9uq4RdA1,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
76,R_3DGv2wx3F8YZhCR,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
77,R_3DGv2wx3F8YZhCR,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
78,R_3dTt6ykXbwlmn8p,1,2,1,3,3,3,4,3,4,2,3,3,3,4,2,3,4,4,3,3,5,4,4,1,3,3,2,3,2,4,2
79,R_3dTt6ykXbwlmn8p,7,3,3,5,4,5,3,3,2,3,3,4,4,4,3,4,2,3,4,2,2,3,3,3,4,4,4,3,3,3,3
80,R_3DxwdlKYdtLVzwN,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
81,R_3DxwdlKYdtLVzwN,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
82,R_3eJb5sDIwCRD7Zb,8,1,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
83,R_3eJb5sDIwCRD7Zb,1,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
84,R_3gd0UT3vzCPrZqJ,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5
85,R_3gd0UT3vzCPrZqJ,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5
86,R_3kM2MN0hbPX4WVv,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
87,R_3kM2MN0hbPX4WVv,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
88,R_3LbMyVJLsnIQLZ3,5,4,4,3,4,4,5,4,5,4,4,4,3,2,4,5,3,3,3,5,4,5,4,4,5,4,4,4,4,3,3
89,R_3LbMyVJLsnIQLZ3,7,4,4,4,3,4,4,3,4,5,4,4,4,4,5,3,4,4,4,3,4,4,3,4,4,5,4,5,4,4,5
90,R_3Q1Xb19U75lVYUt,4,5,5,4,4,3,4,3,5,4,3,3,5,3,3,4,4,5,4,5,5,4,4,4,4,4,4,3,3,4,4
91,R_3Q1Xb19U75lVYUt,8,2,5,5,2,4,2,3,3,4,3,4,3,3,3,4,5,5,3,4,5,4,3,4,4,4,5,3,3,4,2
92,R_3rthwoq4sPIKYL3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4
93,R_3rthwoq4sPIKYL3,5,3,3,4,4,4,3,2,2,3,3,3,3,3,4,3,4,3,4,3,3,2,3,3,5,3,3,3,3,3,3
94,R_3rXJLk6UyG7tIbz,5,3,5,5,5,5,4,4,5,5,4,5,4,5,4,5,4,5,4,3,5,5,3,4,5,5,5,1,4,4,4
95,R_3rXJLk6UyG7tIbz,8,3,5,5,5,5,5,4,5,5,4,5,5,5,4,5,4,5,4,3,5,5,3,4,5,5,5,1,4,4,5
96,R_3sDnUiNLmpuIbIh,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3
97,R_3sDnUiNLmpuIbIh,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3
98,R_3sfiVK4QKz9ZRDT,8,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
99,R_3sfiVK4QKz9ZRDT,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
100,R_3U8rzfFSvwf7oCV,5,3,5,5,5,4,2,3,3,5,5,3,2,3,3,4,5,5,5,5,5,5,4,5,5,5,5,2,4,4,5
101,R_3U8rzfFSvwf7oCV,6,5,2,4,4,3,5,3,3,4,3,3,2,3,3,4,4,4,4,5,3,4,4,4,4,4,3,2,4,4,3
102,R_3VjfaVanqICJQoJ,3,3,3,3,3,3,4,3,4,4,3,3,3,3,3,3,4,3,3,3,3,5,3,3,3,3,5,3,3,3,3
103,R_3VjfaVanqICJQoJ,6,3,3,3,3,3,5,4,4,4,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,4,3,3,3,3
104,R_3w7V3eDbQqIh5Mp,5,3,5,5,4,4,5,2,4,4,4,5,3,4,4,5,5,4,4,5,4,5,4,5,3,5,5,3,4,4,4
105,R_3w7V3eDbQqIh5Mp,8,3,5,5,4,4,5,2,4,4,4,5,3,4,4,5,5,4,5,5,4,5,4,5,3,5,5,3,4,4,4
106,R_3wo6DZHyQRarJPf,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4
107,R_3wo6DZHyQRarJPf,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
108,R_3wyftSSkXfspddj,1,3,5,5,4,4,3,3,5,5,5,4,3,5,3,3,3,5,5,3,5,5,3,3,5,5,5,3,5,3,5
109,R_3wyftSSkXfspddj,8,3,5,5,5,5,3,3,5,5,5,5,3,5,3,3,3,5,5,3,5,5,3,3,5,5,5,3,5,3,5
110,R_3yFZ53mtVYZ4rsx,4,3,3,3,3,3,5,4,5,5,5,4,5,5,3,5,3,3,3,3,3,5,4,5,5,5,5,2,5,3,5
111,R_3yFZ53mtVYZ4rsx,2,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,2,4,3,4
112,R_3yrD4zL66NKZv5X,4,4,5,5,5,5,5,3,4,3,5,5,3,4,3,4,4,5,5,5,5,5,4,5,5,5,5,3,4,5,5
113,R_3yrD4zL66NKZv5X,2,4,5,4,4,4,5,4,2,4,5,4,4,4,3,4,4,4,5,4,5,4,4,5,4,4,4,3,4,5,4
114,R_4246ez95ry21qMB,4,5,5,5,5,5,5,3,5,5,5,5,5,3,3,5,5,5,3,5,5,5,3,3,5,5,5,3,3,3,4
115,R_4246ez95ry21qMB,5,3,4,5,5,5,2,3,3,3,3,4,3,3,3,4,3,5,3,3,5,5,3,5,5,5,5,3,3,5,4
116,R_42hxdnOCpNTdPud,8,4,5,5,5,5,4,4,5,4,4,4,4,4,4,5,4,4,5,4,4,5,4,4,4,5,5,4,5,4,5
117,R_42hxdnOCpNTdPud,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3
118,R_4GCstsDTWcdfntb,1,1,5,5,5,5,3,4,3,4,5,5,5,4,4,5,5,4,5,4,4,5,3,5,4,5,5,3,4,3,5
119,R_4GCstsDTWcdfntb,6,3,5,4,4,5,5,4,3,4,5,4,4,4,4,4,4,4,4,4,4,5,3,5,4,5,5,3,4,3,4
120,R_4HoRidJ1YoBiF5H,4,2,4,4,4,5,4,2,5,3,4,3,4,4,4,3,4,5,5,3,5,4,4,4,5,4,4,3,4,4,3
121,R_4HoRidJ1YoBiF5H,1,5,4,5,4,4,4,5,5,5,3,5,4,5,3,4,5,4,4,2,3,5,4,5,5,5,5,5,5,4,5
122,R_4Jgw3VMd03O9Gf3,1,3,3,5,5,5,3,3,5,5,5,5,3,3,3,5,5,5,5,5,5,5,3,5,3,5,5,3,3,3,5
123,R_4Jgw3VMd03O9Gf3,8,3,3,5,5,5,3,3,5,5,5,5,3,3,3,5,5,5,5,5,5,5,3,5,3,5,5,3,3,3,5
124,R_4NqKURjkYNhYBnf,4,5,4,5,4,4,5,2,5,2,3,4,4,4,2,3,3,4,4,3,4,4,4,3,3,4,4,2,4,4,2
125,R_4NqKURjkYNhYBnf,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
126,R_4Og5zCnV9OHD7BX,4,4,4,4,4,4,5,3,4,4,3,3,5,4,3,4,4,4,4,5,4,5,3,5,4,4,5,3,3,2,4
127,R_4Og5zCnV9OHD7BX,7,3,4,4,4,4,4,3,3,4,3,4,3,4,3,4,5,3,4,3,5,5,3,4,4,5,5,3,3,3,5
128,R_4T8B6OYnuHb42JD,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
129,R_4T8B6OYnuHb42JD,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
130,R_4YCuVyVf9wTW9A9,4,4,3,3,3,4,4,3,4,3,3,3,4,4,3,3,3,3,3,4,3,4,3,3,3,3,4,3,3,3,3
131,R_4YCuVyVf9wTW9A9,5,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3
132,R_50CmfaEmOhXrvvf,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
133,R_50CmfaEmOhXrvvf,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
134,R_50WR59Vg5FXnBeR,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,5,3,3,2
135,R_50WR59Vg5FXnBeR,5,4,3,3,4,4,4,4,3,4,4,3,4,4,3,4,4,4,3,3,3,4,4,4,4,4,4,3,3,3,2
136,R_50y98rgxtaJUr5j,4,4,4,4,4,4,5,5,5,5,5,4,5,4,5,4,5,5,5,5,4,5,5,5,5,5,4,3,3,4,3
137,R_50y98rgxtaJUr5j,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,4,3
138,R_51oVnvuz3wGv0GN,6,5,4,4,4,3,5,3,4,3,4,4,2,4,3,3,4,4,3,3,3,5,3,4,4,4,5,4,4,3,3
139,R_51oVnvuz3wGv0GN,8,3,4,5,4,4,5,3,4,4,4,3,2,4,3,5,3,4,4,4,4,5,3,5,5,4,5,3,4,3,3
140,R_55uaHLjCksciihL,1,3,4,4,5,4,3,4,2,5,3,3,3,3,3,4,3,3,5,3,5,5,5,5,5,5,5,3,4,4,4
141,R_55uaHLjCksciihL,8,3,4,4,5,4,3,4,2,5,4,3,4,4,3,4,3,3,5,3,5,5,5,5,5,5,5,3,4,4,4
142,R_56BoTxEBwR4SdYp,6,4,4,5,4,5,4,5,4,5,4,4,5,4,5,4,4,4,4,5,5,1,1,2,1,2,5,4,5,4,4
143,R_56BoTxEBwR4SdYp,7,4,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,1,1,1,1,1,5,4,5,4,4
144,R_56m22khqgOnYpLL,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
145,R_56m22khqgOnYpLL,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
146,R_5cgp1ppHuKNNf9j,3,5,3,3,3,3,3,3,3,3,3,3,5,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
147,R_5cgp1ppHuKNNf9j,4,5,5,4,4,3,5,3,5,3,3,3,5,4,4,4,2,5,2,5,4,5,2,4,3,4,5,2,2,2,1
148,R_5dln1MzT77YlLgN,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
149,R_5dln1MzT77YlLgN,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
150,R_5i5QUowjsVoHvKt,2,3,3,2,3,2,4,2,2,2,3,3,4,3,3,3,4,2,2,2,3,4,2,2,3,2,3,3,3,3,2
151,R_5i5QUowjsVoHvKt,3,3,3,1,2,2,2,2,2,2,3,3,2,1,3,2,4,2,2,2,2,3,2,2,3,2,2,3,3,2,3
152,R_5iNGUbegzeYgUSh,7,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4
153,R_5iNGUbegzeYgUSh,6,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4
154,R_5jM9deQRTyeB9uB,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
155,R_5jM9deQRTyeB9uB,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
156,R_5jOlorMIdG4L2Lj,1,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5
157,R_5jOlorMIdG4L2Lj,4,4,5,5,5,5,4,4,4,4,4,5,4,4,4,5,5,4,5,4,5,5,4,5,5,5,5,4,5,5,4
158,R_5uQCJD1RpMDeW2x,6,2,5,5,5,4,5,3,4,4,3,4,3,5,3,4,4,4,5,4,3,4,3,4,4,5,5,4,3,3,4
159,R_5uQCJD1RpMDeW2x,8,2,5,5,5,4,4,3,4,4,3,4,3,4,3,4,4,5,5,4,3,5,3,5,4,5,5,4,3,3,4
160,R_6DagOUe3CQ8ywQZ,4,3,3,4,4,4,3,2,2,3,4,4,4,3,3,3,3,4,3,4,4,3,2,3,4,3,3,3,4,3,4
161,R_6DagOUe3CQ8ywQZ,2,3,3,4,4,4,3,3,5,4,4,3,4,2,3,4,4,4,3,4,4,4,3,2,4,4,3,3,3,4,4
162,R_6DTCkjKOrGKCuDH,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
163,R_6DTCkjKOrGKCuDH,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
164,R_6GplHRcblPHIKR7,2,2,2,3,4,4,2,4,4,2,4,2,4,4,3,3,3,1,4,1,3,4,2,3,3,4,2,4,4,3,2
165,R_6GplHRcblPHIKR7,3,3,4,5,2,4,4,3,2,4,3,4,2,3,2,2,5,3,3,3,2,2,4,4,3,3,2,3,4,3,3
166,R_6heQnfPu92toC2x,3,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
